Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.2,7.7,150.0,1
8.0,0.1,2050.0,0
0.1,0.2,1200.0,1
6.8,0.5,50.0,0
8.1,7.3,1375.0,0
0.1,6.5,1650.0,0
4.3,3.5,1275.0,1
1.5,2.4,50.0,0
3.8,8.1,1275.0,1
8.1,0.6,1025.0,1
0.1,2.3,2050.0,1
3.7,0.3,700.0,0
0.2,5.0,725.0,0
7.8,3.9,1250.0,1
4.6,2.6,50.0,0
1.3,3.0,1225.0,0
8.0,3.2,50.0,0
0.1,0.7,500.0,1
2.4,5.6,1325.0,0
5.8,5.8,1350.0,1
1.3,5.1,100.0,0
5.5,1.2,1125.0,1
0.1,7.4,500.0,1
6.2,0.1,625.0,0
0.2,4.1,1675.0,1
3.1,1.5,1175.0,1
3.2,0.8,150.0,1
1.5,8.1,1425.0,0
0.2,2.7,750.0,0
6.0,8.0,1325.0,1
0.1,0.2,2025.0,0
1.7,0.4,850.0,0
