Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
2.6,0.4,-1,376131QN9N21
2.0,8.1,-1,146377FW3KWB
8.1,1.1,-1,333236IJOMDA
0.9,4.1,-1,766713M6B0MT
5.5,0.8,-1,66116642AHNG
0.3,1.4,-1,826118KIT5DT
1.4,6.0,-1,616336AHMF7W
1.1,0.2,-1,332367N0MJ6J
