Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.0,4.0,1475.0,1
5.2,0.7,200.0,0
7.0,4.3,1250.0,1
0.1,0.7,425.0,1
0.1,7.3,1625.0,1
1.3,1.0,1100.0,0
0.4,5.5,875.0,1
0.1,5.2,2000.0,0
2.8,1.3,50.0,0
0.7,3.1,950.0,0
1.0,5.8,1400.0,1
1.9,4.3,1100.0,0
0.1,6.7,1925.0,0
4.0,1.0,125.0,0
0.7,7.0,1400.0,1
1.0,0.4,575.0,1
1.3,2.5,1100.0,1
1.0,4.6,1100.0,0
1.3,4.9,1400.0,1
7.0,3.4,1250.0,0
1.6,4.9,1175.0,0
0.7,3.4,1400.0,1
1.6,3.7,1025.0,1
0.4,3.7,950.0,0
0.1,5.5,1850.0,1
1.3,3.1,1025.0,0
0.1,6.1,1925.0,1
4.6,0.7,200.0,0
0.4,2.8,875.0,1
0.4,6.7,1475.0,0
1.3,4.3,1025.0,0
0.1,3.4,950.0,1
