Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.9,3.1,2000.0,0
7.6,7.9,50.0,1
0.7,1.9,125.0,0
7.6,1.0,200.0,1
0.1,7.0,1625.0,0
7.9,7.9,2000.0,0
0.4,6.7,350.0,1
4.6,7.0,1325.0,0
1.6,1.9,1175.0,1
7.9,0.1,1850.0,0
7.9,4.3,1325.0,0
4.0,0.7,200.0,1
4.0,0.1,2000.0,0
7.9,7.6,1250.0,1
1.3,4.9,1175.0,1
6.7,3.4,50.0,1
0.1,4.3,500.0,0
5.5,7.9,2000.0,0
2.2,7.3,1400.0,0
0.1,3.1,950.0,0
3.1,4.0,1250.0,0
5.8,0.1,1775.0,0
0.1,5.2,1850.0,1
0.4,0.4,1100.0,1
6.1,7.9,1400.0,0
7.0,5.8,1325.0,1
1.0,4.3,1550.0,1
3.4,5.5,1325.0,0
5.8,4.3,2000.0,0
0.7,5.8,1475.0,0
6.7,3.7,1250.0,0
6.7,0.1,2000.0,0
