Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.5,3.5,300.0,1
8.1,8.1,1325.0,0
8.1,0.1,650.0,0
0.2,0.1,2050.0,0
0.1,8.1,1850.0,1
4.6,3.7,1250.0,1
3.3,8.1,50.0,0
3.5,0.1,525.0,0
3.7,8.1,1175.0,1
0.3,3.9,1475.0,1
7.9,3.5,50.0,1
0.1,0.2,1050.0,1
0.1,7.4,550.0,1
8.1,4.5,1125.0,1
4.9,2.3,50.0,0
5.6,0.7,1125.0,1
2.7,1.5,1150.0,0
0.7,0.6,325.0,1
2.6,5.3,50.0,1
5.9,6.3,1250.0,1
2.5,5.6,1325.0,1
8.1,1.8,1275.0,1
2.4,2.1,50.0,1
5.9,0.5,400.0,1
0.5,1.5,1550.0,0
1.4,7.8,1350.0,1
0.1,5.7,1850.0,1
0.1,2.3,2050.0,1
7.8,1.5,250.0,1
0.6,5.7,250.0,1
2.3,3.5,1300.0,0
6.5,3.0,1125.0,1
