Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
3.0,0.9,1175.0,0
8.1,8.1,75.0,1
0.1,7.8,2050.0,0
0.7,7.4,200.0,0
8.1,1.3,125.0,0
5.3,6.5,1350.0,1
0.9,1.7,50.0,0
8.1,2.3,1300.0,0
4.8,3.0,2050.0,0
0.1,3.7,1650.0,0
4.4,0.5,300.0,1
0.3,4.3,725.0,1
1.8,6.6,1375.0,0
0.1,0.1,775.0,0
3.7,8.1,50.0,0
5.1,3.2,1250.0,1
8.1,7.8,1225.0,1
5.7,3.2,50.0,1
6.3,0.4,900.0,1
1.8,4.6,75.0,1
2.5,4.0,1150.0,1
7.6,5.2,1300.0,0
0.1,6.9,825.0,1
0.6,2.2,1125.0,1
8.1,3.9,50.0,1
3.6,8.1,1300.0,1
0.1,8.1,1475.0,1
0.1,5.5,2050.0,1
0.1,2.2,550.0,0
3.6,2.3,50.0,1
6.5,0.4,375.0,0
1.6,0.4,425.0,1
