Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.3,5.7,150.0,1
7.3,0.5,1050.0,0
0.1,5.3,1950.0,0
7.7,7.3,1250.0,1
0.1,0.1,850.0,1
7.3,2.9,50.0,0
2.9,6.9,1350.0,1
2.1,0.9,50.0,0
2.1,3.3,1150.0,0
0.1,6.5,850.0,0
2.9,0.5,1050.0,0
0.1,7.7,1550.0,1
5.3,5.7,1350.0,0
6.9,2.9,1250.0,1
0.9,3.3,150.0,0
0.1,2.5,850.0,0
4.9,1.3,1150.0,1
0.1,1.3,1250.0,1
0.9,6.1,1450.0,0
0.5,0.5,250.0,1
5.3,7.3,1350.0,0
0.1,1.7,450.0,1
1.3,2.1,1150.0,0
0.1,7.3,550.0,1
1.7,4.5,1250.0,0
1.3,2.1,50.0,0
0.5,3.7,850.0,1
7.3,1.7,1250.0,0
6.5,5.7,1350.0,0
0.1,6.5,1650.0,0
0.9,3.3,1150.0,0
0.5,6.5,350.0,1
