Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
2.3,1.1,-1,7676362WHCN2
1.9,7.9,-1,7177366KNVTZ
5.5,3.3,-1,370719UYO11O
1.0,4.5,-1,7737132QBNPZ
3.6,2.6,-1,717101SBT5GY
1.0,2.5,-1,9037970H1O2Q
1.0,6.2,-1,067366G3BDQU
1.0,1.1,-1,7977700XAPSG
