Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
3.5,1.0,1025.0,1
8.1,8.1,1550.0,0
2.8,8.0,50.0,0
8.1,2.2,50.0,0
0.1,3.1,50.0,0
3.1,6.3,1325.0,0
8.1,2.8,1500.0,0
0.1,3.4,1175.0,1
4.5,0.1,50.0,0
7.2,0.1,850.0,0
0.1,0.1,650.0,0
2.3,5.1,525.0,1
6.3,5.5,1300.0,0
4.1,8.1,750.0,1
4.1,3.5,1425.0,0
2.3,1.6,350.0,1
5.3,8.1,1425.0,0
5.9,1.4,1350.0,0
6.9,0.1,225.0,0
2.4,3.2,925.0,1
0.7,0.1,50.0,0
1.0,5.7,1025.0,1
0.1,4.1,600.0,0
2.6,3.7,50.0,1
5.0,0.1,625.0,0
1.1,1.3,1100.0,0
2.0,7.3,650.0,1
8.1,0.7,1325.0,0
3.2,5.8,50.0,1
8.1,5.0,1550.0,0
0.6,2.1,625.0,1
5.8,1.7,50.0,0
