Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.6,2.6,625.0,1
8.1,8.1,2050.0,0
0.1,7.7,2050.0,1
7.7,0.1,2050.0,0
8.1,8.0,50.0,1
0.1,0.1,2050.0,0
8.1,0.1,50.0,0
0.1,8.1,50.0,0
4.1,7.8,1050.0,1
8.1,4.0,1075.0,1
4.2,4.2,2050.0,0
5.9,0.1,1025.0,1
0.1,5.9,1025.0,1
6.1,4.1,75.0,1
0.1,0.1,50.0,0
4.1,7.6,50.0,1
8.1,8.0,1050.0,1
0.1,0.1,1050.0,1
4.0,8.1,2025.0,0
8.1,4.1,2050.0,0
3.9,0.4,1875.0,0
0.4,3.9,1875.0,0
4.3,0.1,50.0,0
0.1,4.3,50.0,0
4.6,4.4,1175.0,1
6.2,2.3,1600.0,0
2.4,6.0,1575.0,0
2.3,2.3,1400.0,0
2.5,5.7,525.0,1
6.1,6.6,1575.0,1
6.2,6.5,575.0,1
7.2,2.1,550.0,1
