Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
2.8,3.4,1175.0,1
7.9,1.3,125.0,0
2.2,7.9,125.0,0
7.0,7.0,1325.0,1
0.7,0.7,125.0,1
0.1,6.7,1700.0,0
7.3,1.9,1250.0,1
0.4,4.6,425.0,1
0.1,0.7,1325.0,0
3.4,7.0,1325.0,1
4.0,1.3,125.0,1
3.4,0.4,950.0,0
0.1,6.7,950.0,1
5.8,4.3,1325.0,0
0.1,4.0,1700.0,1
0.1,3.4,1025.0,1
1.9,3.1,50.0,0
5.8,0.4,950.0,1
7.9,4.9,1250.0,1
0.4,7.0,350.0,1
0.1,0.4,650.0,0
6.4,0.4,425.0,0
1.3,5.5,1400.0,0
0.4,2.5,350.0,1
1.9,1.3,1175.0,0
1.6,5.8,125.0,1
2.5,0.4,275.0,0
1.6,7.3,1400.0,0
7.6,0.4,875.0,1
0.1,2.5,1400.0,0
0.4,4.9,875.0,1
5.8,1.3,125.0,1
