Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.5,0.4,850.0,1
0.1,8.1,1650.0,0
8.1,7.6,1250.0,0
2.9,6.6,50.0,0
0.1,1.5,2050.0,1
8.1,3.4,50.0,1
0.1,2.3,350.0,0
3.8,5.0,1325.0,1
8.1,2.9,1325.0,0
0.1,6.0,775.0,0
8.1,0.3,600.0,0
4.5,2.3,50.0,0
0.9,2.8,1225.0,0
0.1,4.9,1925.0,0
4.9,8.1,1425.0,0
0.1,8.1,175.0,0
2.4,0.3,300.0,0
5.2,2.5,1300.0,0
6.6,5.3,1350.0,0
2.3,7.3,1300.0,1
0.9,4.8,175.0,1
5.0,8.1,50.0,1
2.0,0.8,925.0,1
6.9,0.8,1125.0,1
1.0,5.2,1350.0,1
5.9,0.8,375.0,1
3.1,2.9,1225.0,0
0.1,1.6,850.0,1
0.1,3.0,1700.0,0
0.1,4.0,625.0,0
6.1,3.5,50.0,1
1.6,1.8,50.0,1
