Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
1.7,0.5,-1,997466T11KAF
4.2,0.9,-1,4444991ZHIDL
0.7,2.3,-1,211997PJ78B0
0.6,1.0,-1,4649498LH8JP
0.9,0.5,-1,4919425FZ9M4
0.6,1.4,-1,944999G440Z4
0.7,0.7,-1,444449QN66H7
0.6,1.2,-1,277749OPEIDD
