Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
4.0,0.9,-1,033333S8WYAI
2.7,8.1,-1,038083COWAH0
1.2,4.1,-1,113331WG9P37
8.1,1.5,-1,17913309UB8M
0.6,0.7,-1,133301RH5UGG
1.9,6.1,-1,3111882E8R44
6.1,1.1,-1,113313QWEZWW
0.9,2.4,-1,9978172QAL6K
