Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
2.5,0.7,-1,218299HUPUQS
1.7,8.1,-1,319698ZO107J
8.1,1.3,-1,1822694IB7F9
0.9,4.3,-1,282921I6BO8J
5.3,0.9,-1,26323283NC56
0.5,2.0,-1,292237CFYN96
1.4,6.2,-1,176239AC4CCU
6.7,1.1,-1,796229L1S4LD
