Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
5.9,2.0,1
2.1,8.1,1
2.8,4.3,1
8.1,1.0,0
3.3,6.4,1
4.7,3.6,1
7.5,2.5,1
3.6,7.9,1
