Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.9,2.5,1
7.9,1.6,1
2.8,7.9,1
4.6,0.1,0
1.6,5.2,1
1.9,0.1,0
6.1,1.3,1
2.5,6.4,1
