Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
7.6,1.1,-1,722222VU9NT0
1.4,8.1,-1,882244WDRXQK
0.5,1.1,-1,617412DC3Z9Z
0.8,4.6,-1,4176143XNXEY
4.2,0.9,-1,242726LWGRFM
2.3,0.6,-1,742421AV56X8
1.3,6.3,-1,822477E6RLC5
0.4,2.9,-1,176777O1ISPI
