Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
2.7,0.7,1
1.5,6.9,0
6.7,1.1,0
0.9,3.8,0
0.6,1.5,1
5.1,1.0,1
1.2,5.5,0
1.4,0.5,1
