Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
4.1,2.9,-1,331575NGJZGX
0.1,8.1,-1,803503HSJB2H
8.1,8.1,-1,883305DIJW5E
0.1,0.1,-1,539081JO3KY8
8.1,0.1,-1,9535532KSJ8K
4.1,7.1,-1,301185HZZ31D
0.2,4.1,-1,051389NG0O6I
8.0,4.1,-1,050938AJ41ZY
