Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
3.7,0.5,650.0,1
0.1,8.1,2050.0,0
8.1,7.3,1350.0,0
2.1,8.1,150.0,1
0.1,1.3,2050.0,1
8.1,4.1,50.0,1
8.1,2.1,1250.0,1
2.9,4.9,1350.0,0
0.1,3.3,150.0,0
0.1,1.3,1050.0,1
4.5,8.1,1250.0,1
4.5,2.9,50.0,1
7.3,1.3,450.0,1
4.9,2.5,1250.0,0
0.1,5.3,1650.0,1
0.1,6.1,450.0,0
1.7,0.9,50.0,1
6.5,4.9,1350.0,0
1.7,7.7,1350.0,1
2.1,5.3,50.0,0
6.1,0.5,950.0,1
2.1,2.5,1250.0,0
0.1,1.3,450.0,1
0.1,3.7,1250.0,1
8.1,0.1,850.0,0
5.3,1.3,350.0,1
1.7,0.5,750.0,1
0.1,8.1,350.0,0
6.5,2.9,150.0,1
6.1,6.9,1350.0,1
8.1,4.1,1250.0,1
3.3,1.3,1050.0,1
