Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.3,4.6,1225.0,0
8.1,0.6,150.0,0
8.1,8.1,1275.0,0
1.0,0.1,50.0,0
3.8,8.1,50.0,1
0.3,0.1,2050.0,0
6.4,3.0,1275.0,0
0.2,8.1,2025.0,0
4.3,3.4,50.0,1
0.3,5.3,150.0,0
3.8,8.1,1400.0,0
3.0,0.6,1000.0,1
0.1,7.7,850.0,1
0.1,4.6,2050.0,1
0.1,2.5,600.0,0
8.1,0.4,975.0,1
4.9,0.3,325.0,0
0.1,1.7,1375.0,0
4.2,5.1,1400.0,0
7.4,3.5,50.0,1
8.0,5.3,1150.0,1
0.8,8.1,150.0,0
1.7,2.7,50.0,0
1.3,7.2,1450.0,0
0.5,0.1,850.0,0
5.6,0.7,1075.0,0
3.2,2.8,1300.0,0
6.0,6.8,1350.0,0
2.7,5.9,50.0,0
0.4,5.4,725.0,1
2.6,0.2,450.0,0
8.1,1.7,1450.0,0
