Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.7,6.6,1325.0,1
0.1,0.1,1925.0,0
8.1,0.1,550.0,0
0.7,2.2,50.0,0
0.1,8.1,500.0,1
6.9,8.1,50.0,1
4.0,1.6,1200.0,0
0.1,5.2,1725.0,1
5.4,3.4,50.0,1
8.1,3.5,1350.0,0
0.1,2.2,1050.0,1
8.1,8.1,1075.0,1
3.7,0.1,325.0,0
3.2,7.1,50.0,0
1.5,8.1,1375.0,0
0.4,4.8,550.0,1
2.4,4.3,1250.0,0
8.1,0.3,1325.0,0
8.1,2.5,150.0,1
1.9,0.3,850.0,0
0.3,2.8,2050.0,0
5.4,3.9,1325.0,1
5.6,0.1,800.0,0
7.2,5.9,1300.0,1
1.6,5.3,50.0,0
6.1,1.4,325.0,1
6.4,1.8,1200.0,1
0.1,6.5,925.0,1
3.6,2.1,50.0,1
0.4,1.4,550.0,1
0.6,3.3,1500.0,0
6.2,8.1,1350.0,1
