Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
4.0,1.7,150.0,1
0.1,8.1,2025.0,1
8.1,8.1,1175.0,1
0.2,0.1,1875.0,0
0.9,8.1,250.0,1
8.1,0.1,1350.0,0
3.6,4.7,1325.0,1
0.1,0.2,700.0,1
0.1,3.8,50.0,0
8.1,3.2,75.0,0
7.6,4.1,1250.0,1
0.1,4.1,1800.0,1
4.2,0.8,1125.0,0
2.3,8.1,1275.0,1
7.0,0.1,475.0,0
4.1,8.1,50.0,1
1.4,2.4,1200.0,0
5.2,7.3,1325.0,1
2.6,5.5,50.0,1
1.2,1.0,50.0,1
2.7,0.1,575.0,0
0.7,6.4,1550.0,0
6.4,1.9,1250.0,0
0.1,5.9,375.0,0
0.1,0.5,1300.0,1
6.3,1.7,50.0,0
4.9,0.6,600.0,1
5.7,5.2,1200.0,1
1.4,4.5,1350.0,0
2.1,3.0,50.0,0
0.2,2.2,2050.0,0
4.5,2.9,1150.0,1
