Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.3,4.8,375.0,1
8.1,0.1,2025.0,0
8.0,8.1,1275.0,0
0.1,0.3,2025.0,1
7.0,0.9,100.0,0
4.5,3.4,1275.0,1
0.1,8.1,1500.0,1
4.0,8.1,50.0,1
0.1,0.1,775.0,0
2.9,1.4,50.0,1
0.5,4.0,1575.0,1
4.0,7.4,1325.0,0
7.2,0.5,1075.0,0
8.1,4.3,1275.0,0
3.6,0.4,875.0,1
0.7,8.1,225.0,1
0.2,2.9,925.0,0
0.3,2.0,250.0,0
5.2,3.0,50.0,0
2.5,5.7,50.0,1
2.6,5.2,1300.0,0
6.1,5.9,1350.0,1
0.1,6.5,850.0,0
8.1,3.2,75.0,1
1.6,1.1,1200.0,0
4.8,0.4,350.0,0
2.0,3.5,50.0,1
2.0,0.3,475.0,0
6.5,2.5,1225.0,1
5.9,0.1,2050.0,0
8.1,0.4,575.0,1
2.0,3.2,1200.0,0
