Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase,Barcode
4.6,1.9,-1,877838SLMNDL
1.2,8.1,-1,717727V04HG5
0.6,3.8,-1,737727GY2N7H
8.1,3.6,-1,232718KFXT8J
2.2,5.8,-1,282787MUPMVP
3.0,3.6,-1,7817725F79N2
6.8,1.8,-1,837717CY003L
0.4,5.6,-1,7183872DTMNX
