Conc_AP_Lys_100_(mM),Conc_AP_Asp_30_(mM),Phase
4.6,1.9,1
1.2,8.1,1
0.6,3.8,1
8.1,3.6,1
2.2,5.8,1
3.0,3.6,1
6.8,1.8,0
0.4,5.6,1
