Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
8.1,1.3,1
1.3,8.1,0
2.5,2.5,1
4.9,0.9,0
1.3,5.3,1
6.5,0.9,0
1.3,3.7,1
3.7,1.7,1
