Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
8.1,1.3,-1,225172X1HAAP
1.3,8.1,-1,7411524E9CTL
2.5,2.5,-1,114412OX85D5
4.9,0.9,-1,121727JDBTJG
1.3,5.3,-1,217457E1R2XL
6.5,0.9,-1,724171I6MJWQ
1.3,3.7,-1,4512718U6MAN
3.7,1.7,-1,1172173XJ504
