Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
2.5,0.7,0
1.7,8.1,0
8.1,1.3,1
0.9,4.3,0
5.3,0.9,0
0.5,2.0,0
1.4,6.2,1
6.7,1.1,1
