Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
8.1,2.5,1
6.1,8.1,1
8.1,5.7,1
6.9,6.9,1
7.7,4.5,1
7.3,6.1,1
6.1,7.3,1
8.1,3.3,1
