Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
8.1,2.5,-1,5151120ON4Q7
6.1,8.1,-1,111759PFQ6K7
8.1,5.7,-1,121452N8ZTY7
6.9,6.9,-1,294211A4T3EX
7.7,4.5,-1,151529JPQYG9
7.3,6.1,-1,441294UGEK0C
6.1,7.3,-1,977124BF0UVD
8.1,3.3,-1,722791701BZI
