Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
0.2,2.3,-1,626176ICGRDA
8.1,1.0,-1,318127466OF9
1.6,8.1,-1,364862WNII85
4.0,0.8,-1,47776380A79C
0.9,5.2,-1,27361829NW5J
1.7,0.5,-1,374224J9S07R
6.0,1.1,-1,712724JORI61
0.5,3.8,-1,182136I3CALS
