Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
7.9,1.6,1250.0,1
0.1,7.9,350.0,0
1.3,0.4,350.0,1
0.1,4.3,1850.0,0
5.8,7.9,1250.0,1
6.1,2.5,50.0,0
3.4,2.2,1250.0,0
1.6,7.9,1400.0,0
2.2,4.3,50.0,1
4.9,0.1,650.0,0
3.4,7.6,50.0,0
7.9,5.2,1325.0,0
0.1,2.5,1025.0,1
3.7,5.5,1325.0,1
7.9,0.7,500.0,1
0.1,4.9,500.0,0
3.7,1.0,50.0,0
5.8,3.4,1325.0,0
1.9,0.7,950.0,1
0.1,2.5,275.0,0
7.9,7.9,950.0,1
1.6,3.7,1400.0,0
0.1,6.7,1775.0,0
5.5,1.3,1100.0,1
1.6,6.4,200.0,1
3.7,7.9,1325.0,0
5.8,5.5,1250.0,1
1.6,5.8,1475.0,0
1.9,2.2,50.0,1
7.9,3.4,50.0,1
3.1,0.7,500.0,1
7.6,0.1,950.0,0
