Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.6,0.7,0
2.0,8.1,0
0.5,1.1,0
4.1,0.9,1
1.0,4.4,0
1.4,6.3,0
2.3,0.7,1
0.8,2.8,1
