Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
4.2,6.8,1
0.1,0.1,0
8.1,0.1,0
0.1,4.7,0
4.1,2.2,1
8.1,4.6,1
7.5,8.1,1
0.9,8.1,0
