Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.6,7.5,1400.0,1
8.1,0.6,200.0,0
0.1,0.8,300.0,0
6.3,0.1,2050.0,0
8.1,6.8,1275.0,0
0.1,1.6,2000.0,1
3.8,8.1,50.0,1
3.9,3.5,1275.0,1
0.3,5.4,375.0,1
4.4,2.5,50.0,0
8.0,2.6,1275.0,1
4.4,7.8,1300.0,0
5.4,0.4,875.0,1
0.4,2.6,1100.0,1
0.1,4.8,1825.0,1
2.3,0.4,850.0,0
0.9,8.1,175.0,0
1.6,3.1,75.0,1
7.2,3.2,50.0,1
1.6,5.0,1225.0,0
8.1,0.3,900.0,0
6.1,5.0,1325.0,0
2.7,0.6,175.0,1
2.4,6.0,75.0,1
0.1,0.2,1250.0,1
0.1,6.8,850.0,1
5.8,0.5,300.0,0
0.2,3.2,550.0,1
5.8,2.4,1225.0,0
3.8,1.3,1175.0,0
2.7,6.7,1350.0,1
6.4,8.0,1375.0,0
