Conc_AP_Lys_250_2_(mM),Conc_AP_Asp_30_2_(mM),Phase,Barcode
1.5,0.8,-1,7703783NGGBZ
0.5,8.1,-1,032200SR5HIE
8.0,3.0,-1,5078782CUJTC
0.3,4.4,-1,772837V1VCIA
4.7,2.0,-1,017551FT88BX
0.5,2.5,-1,577737YRY0QP
0.3,6.3,-1,3038785RV2CO
3.2,1.1,-1,770755S66V9A
