Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.5,0.6,75.0,0
8.0,8.1,1250.0,1
0.1,5.2,2050.0,0
8.1,0.4,1100.0,1
0.4,8.1,275.0,1
6.4,3.6,50.0,1
3.2,2.3,1250.0,0
3.1,8.0,1350.0,1
0.3,4.1,625.0,1
6.7,4.3,1275.0,0
0.1,0.1,975.0,1
5.0,0.4,400.0,1
3.8,7.3,50.0,1
8.1,0.8,150.0,0
0.1,2.9,1475.0,0
0.1,7.2,1450.0,1
2.2,3.6,50.0,1
2.2,5.2,1300.0,0
5.3,0.6,1100.0,0
5.5,6.7,1350.0,1
0.1,6.6,800.0,0
2.6,0.4,825.0,1
1.6,6.0,125.0,0
4.3,2.3,50.0,0
0.1,7.7,2050.0,1
0.1,1.7,475.0,1
4.4,4.4,1350.0,1
8.0,2.5,1275.0,1
7.0,0.4,625.0,1
1.4,3.3,1050.0,0
8.1,5.9,1300.0,0
5.5,2.6,1225.0,0
