Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.2,7.2,625.0,1
0.1,0.1,2050.0,1
2.5,0.1,50.0,0
8.1,0.1,1575.0,0
0.1,8.1,1925.0,0
0.1,6.3,50.0,0
8.1,6.0,2050.0,0
8.1,2.0,100.0,0
2.4,3.7,1150.0,0
4.9,2.7,2050.0,0
4.4,8.1,1625.0,0
4.0,4.2,50.0,1
0.1,0.1,950.0,1
8.1,3.9,1100.0,1
4.6,0.1,975.0,0
1.3,8.1,925.0,0
0.6,4.1,2050.0,0
3.4,8.1,50.0,1
0.1,2.7,300.0,0
8.0,8.1,1350.0,0
8.1,5.5,50.0,1
3.2,0.1,1750.0,0
5.3,5.0,1450.0,0
7.8,0.1,750.0,0
5.2,3.2,775.0,1
8.1,2.8,2025.0,0
0.1,5.7,1375.0,1
5.6,0.1,175.0,0
3.3,5.7,2050.0,0
3.3,6.0,650.0,1
0.3,2.1,1500.0,1
6.0,2.0,1400.0,0
