Conc_AP_Lys_20_2_(mM),Conc_AP_Asp_100_2_(mM),Phase,Barcode
1.2,3.2,-1,1511999EV7CB
8.1,1.4,-1,251751LJ77HU
2.5,8.1,-1,319070ERBVMM
4.3,0.9,-1,1729354J9PFV
1.6,0.4,-1,351055GNXUWU
1.8,5.7,-1,09731084AB25
6.2,1.2,-1,223022EDXVL3
0.8,1.7,-1,503295JTOICU
