Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase
5.6,0.5,0
0.6,8.1,0
0.2,2.1,0
0.6,5.1,1
2.6,0.3,1
8.1,0.6,1
0.8,0.4,1
0.4,3.6,1
