Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase,Barcode
5.6,0.5,-1,000774XVASOB
0.6,8.1,-1,0234019AOJVY
0.2,2.1,-1,033302NMBOYH
0.6,5.1,-1,1533227OW0QA
2.6,0.3,-1,2732312YZNZ8
8.1,0.6,-1,025820GC3MVX
0.8,0.4,-1,502253DBEC1I
0.4,3.6,-1,835387SQ45JD
