Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.2,3.1,1125.0,0
7.9,8.1,1275.0,1
8.1,0.3,2050.0,0
7.8,1.7,125.0,1
3.1,8.1,100.0,0
0.1,8.1,1600.0,1
2.8,0.8,100.0,0
6.1,3.5,1275.0,0
0.2,0.4,2050.0,1
1.0,4.5,150.0,0
3.9,7.0,1325.0,0
4.1,0.4,1000.0,0
8.1,0.4,1025.0,1
0.1,6.8,775.0,0
0.1,0.4,650.0,0
0.1,4.8,1800.0,1
5.0,2.9,50.0,0
5.5,0.4,375.0,0
0.1,0.7,1325.0,0
3.5,4.4,1300.0,1
7.9,5.4,1300.0,0
0.5,8.1,225.0,0
1.5,6.1,1375.0,0
0.6,1.9,150.0,1
0.3,4.5,725.0,1
6.1,1.2,1175.0,1
8.1,2.4,1275.0,1
1.9,0.5,975.0,0
6.1,6.9,1375.0,1
2.6,5.9,50.0,1
7.5,0.3,525.0,0
4.3,2.5,1225.0,0
