Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.9,7.0,1
7.3,7.9,1
0.4,0.7,0
7.6,7.6,1
1.3,0.4,0
7.9,7.3,1
0.7,1.0,1
7.3,1.3,1
