Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
3.6,0.9,1
2.0,8.1,1
8.1,1.7,1
0.9,4.1,0
6.0,0.6,0
1.6,1.9,1
1.1,6.2,0
4.8,0.5,0
