Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
7.9,7.1,1275.0,0
0.2,0.1,2050.0,0
0.7,4.6,150.0,0
8.1,0.6,175.0,0
0.1,8.1,1625.0,1
4.5,2.4,1250.0,0
4.3,8.1,50.0,1
0.1,0.3,775.0,1
3.6,1.1,50.0,0
0.4,3.8,1425.0,1
8.1,0.2,1225.0,0
3.8,6.5,1400.0,0
0.1,8.1,400.0,1
7.7,3.6,1250.0,1
6.2,3.3,50.0,1
5.5,0.2,700.0,0
0.1,5.7,850.0,0
0.7,1.7,150.0,1
2.8,0.5,950.0,1
0.1,3.0,725.0,0
0.1,2.7,2050.0,0
2.1,6.8,125.0,1
2.8,4.3,1225.0,1
5.5,4.7,1375.0,0
1.3,6.2,1375.0,0
0.1,1.4,1325.0,0
5.7,8.1,1350.0,1
5.8,1.1,175.0,1
0.1,5.4,1800.0,1
1.7,2.5,1075.0,1
2.1,0.5,425.0,1
2.3,8.1,1375.0,1
