Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase
1.0,0.5,1
0.8,8.1,1
8.1,0.5,1
0.4,4.3,0
4.5,0.5,1
0.3,2.3,1
0.6,6.2,0
6.3,0.6,1
