Conc_AP_Lys_100_(mM),Conc_AP_Asp_100_(mM),Phase,Barcode
1.0,0.5,-1,225155SQCK0P
0.8,8.1,-1,830302Q8ZAPV
8.1,0.5,-1,775235Q0C2V2
0.4,4.3,-1,126055XM3WA4
4.5,0.5,-1,085805YH90AM
0.3,2.3,-1,538615B95265
0.6,6.2,-1,237151PK33G0
6.3,0.6,-1,822265WEZ57Z
