Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.7,5.6,1425.0,1
8.1,0.7,375.0,1
8.1,8.1,1225.0,1
0.9,0.2,250.0,0
3.4,8.1,50.0,0
0.1,0.2,2050.0,1
5.5,3.4,1325.0,0
0.9,4.6,350.0,1
4.0,8.1,1375.0,0
1.8,1.7,1175.0,1
4.5,1.7,50.0,0
0.1,8.1,475.0,1
4.9,0.4,875.0,1
8.1,1.3,1200.0,1
8.1,5.0,1300.0,0
0.1,2.9,1725.0,0
8.0,3.3,50.0,1
3.4,5.2,1300.0,1
0.1,8.1,1675.0,0
0.1,2.3,625.0,0
2.0,2.5,50.0,1
5.8,6.2,1375.0,0
0.1,0.1,925.0,1
2.5,0.1,725.0,0
2.7,5.8,50.0,1
0.1,0.7,1475.0,0
5.9,0.5,375.0,1
1.9,7.5,1350.0,1
4.0,1.9,1200.0,0
1.7,3.8,1275.0,0
7.1,0.2,825.0,0
3.1,0.3,225.0,0
