Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
0.5,1.7,0
1.7,7.3,1
4.5,0.9,0
0.9,4.5,0
2.1,0.1,0
1.3,6.1,0
0.9,0.5,1
3.3,0.5,0
