Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
3.7,6.1,1325.0,0
7.9,0.4,200.0,0
0.4,0.7,350.0,1
0.4,7.9,275.0,0
7.3,2.8,1250.0,1
0.1,3.1,1400.0,1
4.0,0.4,950.0,1
4.3,2.5,50.0,1
0.1,7.3,1700.0,0
7.3,7.9,1325.0,0
1.0,4.3,350.0,1
3.4,7.0,50.0,1
0.1,0.1,1175.0,1
7.3,3.4,50.0,1
3.1,3.1,1250.0,0
7.0,0.4,875.0,0
0.1,5.8,875.0,0
6.4,5.2,1325.0,0
3.1,0.4,275.0,0
0.1,4.9,1850.0,0
0.1,2.8,800.0,0
5.5,0.4,350.0,0
1.6,5.2,1325.0,0
1.3,2.5,50.0,0
4.9,7.9,1325.0,0
5.2,2.5,1250.0,0
1.9,1.0,1100.0,1
2.2,5.2,50.0,0
0.7,6.1,425.0,1
6.1,1.9,125.0,1
1.3,7.9,1400.0,0
1.6,0.7,50.0,0
