Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
7.6,0.7,-1,717877NH60TI
2.0,8.1,-1,772772D8HWH5
0.5,1.1,-1,7727226YEZKG
4.1,0.9,-1,187787G104G9
1.0,4.4,-1,12784196WHE3
1.4,6.3,-1,271022LUZV3F
2.3,0.7,-1,820782SWZYZE
0.8,2.8,-1,787724G3JAZJ
