Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
5.1,5.1,1350.0,0
0.1,0.7,125.0,0
0.1,8.1,275.0,1
8.1,0.5,400.0,1
0.1,8.1,2025.0,0
0.1,2.5,1500.0,0
3.8,0.3,950.0,1
2.3,4.5,50.0,0
8.1,8.1,1225.0,1
4.3,8.1,50.0,1
8.0,2.3,1300.0,0
2.6,8.1,1250.0,0
4.6,1.4,50.0,0
8.0,3.9,50.0,1
0.1,3.4,650.0,1
0.3,5.8,1425.0,1
0.6,0.4,900.0,0
3.2,2.7,1400.0,0
8.1,5.2,1350.0,0
0.1,4.5,2050.0,1
5.4,7.9,1400.0,0
6.6,0.3,975.0,0
2.5,0.3,375.0,0
0.1,6.0,650.0,0
2.7,5.6,1300.0,0
2.2,6.9,175.0,1
5.5,1.9,1350.0,0
0.5,3.0,50.0,0
0.4,8.1,1450.0,0
5.3,0.2,500.0,0
6.7,2.1,175.0,1
2.5,2.1,50.0,1
