Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.1,2.3,450.0,0
8.1,0.3,2050.0,0
5.6,8.1,1350.0,0
8.0,2.3,125.0,1
0.1,4.9,2050.0,0
1.7,8.1,150.0,1
4.5,2.8,1250.0,0
0.1,0.4,2000.0,0
4.0,0.4,350.0,0
1.1,8.1,1375.0,0
8.1,4.8,1275.0,1
7.8,0.4,1025.0,0
1.2,4.4,1175.0,0
0.3,0.1,1125.0,0
2.1,4.8,50.0,0
0.2,6.7,725.0,1
5.0,2.9,50.0,0
3.1,0.5,1025.0,0
4.3,5.6,1350.0,0
0.1,7.7,2050.0,1
1.5,0.6,75.0,0
8.1,7.5,1225.0,1
6.6,0.4,425.0,0
7.0,2.6,1250.0,1
0.1,2.4,1375.0,0
5.5,0.7,1125.0,0
0.2,4.8,375.0,1
0.4,6.0,1550.0,0
3.3,7.7,1350.0,0
1.3,0.4,625.0,1
2.3,2.5,1175.0,1
3.3,6.8,50.0,1
