Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
3.1,5.8,1325.0,1
0.4,0.4,350.0,0
5.2,0.1,2000.0,0
1.0,6.4,200.0,1
6.4,0.4,875.0,1
0.1,7.6,2000.0,1
7.3,4.6,1250.0,1
0.4,2.8,1325.0,0
3.7,0.7,1100.0,0
7.3,7.0,1325.0,0
0.4,4.0,800.0,1
1.0,4.9,1475.0,1
1.6,1.0,1100.0,1
7.0,2.5,1250.0,1
1.9,3.1,1100.0,0
1.6,0.4,725.0,0
0.4,2.5,950.0,1
5.2,0.4,1025.0,0
1.0,4.3,1175.0,0
4.3,6.4,1325.0,0
2.2,4.9,1250.0,0
0.1,1.6,350.0,0
0.7,5.2,200.0,0
1.0,6.1,1400.0,0
0.7,3.7,1475.0,1
6.4,3.4,1250.0,0
0.1,0.7,575.0,1
7.0,6.1,1325.0,1
0.4,3.4,1025.0,1
1.9,6.4,125.0,1
4.3,0.1,2000.0,0
1.0,2.2,1100.0,1
