Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
7.3,6.4,-1,660626B1L1IN
7.0,1.0,-1,7766284KJP3W
5.2,7.9,-1,167627EB5B0Z
7.9,4.9,-1,117218EITJ07
7.0,7.9,-1,214666ZTA6J0
6.1,7.3,-1,2411261COF0P
7.6,7.3,-1,202244P0RG2I
7.9,6.1,-1,42878120KJWP
