Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
7.3,6.4,1
7.0,1.0,0
5.2,7.9,1
7.9,4.9,1
7.0,7.9,1
6.1,7.3,1
7.6,7.3,1
7.9,6.1,1
