Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase
1.0,6.5,0
8.1,0.7,0
1.9,0.4,0
0.1,3.2,0
5.0,1.0,1
2.1,8.1,1
0.2,1.3,0
0.7,4.8,0
