Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
0.3,6.2,1650.0,0
8.1,0.1,50.0,0
8.1,8.1,1250.0,1
0.1,1.2,50.0,0
7.4,0.1,2050.0,0
3.0,7.6,100.0,0
0.1,0.1,2025.0,0
4.1,0.6,975.0,1
4.6,5.0,1350.0,0
0.3,4.9,625.0,1
4.6,2.7,50.0,1
8.1,2.8,1275.0,0
0.3,0.1,1050.0,1
3.0,8.1,1325.0,1
1.9,3.0,1225.0,0
7.8,3.3,50.0,1
0.1,8.0,400.0,1
7.2,0.4,800.0,1
2.2,4.5,50.0,1
2.9,0.4,275.0,0
7.3,5.5,1325.0,0
5.6,0.1,275.0,0
0.1,2.3,700.0,0
0.1,3.6,1675.0,0
5.5,2.5,1250.0,0
5.6,7.5,1350.0,1
2.3,5.7,1325.0,1
0.1,8.1,1375.0,1
0.5,3.3,225.0,0
0.9,0.4,525.0,1
1.0,6.2,200.0,1
0.1,1.8,1375.0,0
