Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
7.3,0.5,250.0,0
5.3,8.1,2050.0,0
2.1,7.7,150.0,1
3.3,0.1,2050.0,0
0.1,2.1,750.0,0
8.1,7.7,650.0,1
8.1,3.3,1950.0,0
4.1,0.5,950.0,1
2.9,4.1,2050.0,0
8.1,4.5,150.0,1
4.1,2.1,50.0,0
6.9,0.1,2050.0,0
4.1,8.1,1250.0,1
8.1,0.1,1050.0,0
8.1,6.5,2050.0,0
0.9,3.7,1450.0,1
6.9,6.9,1350.0,0
6.9,8.1,50.0,1
8.1,4.5,1350.0,0
2.5,2.1,1250.0,0
1.7,2.1,2050.0,0
4.1,2.1,2050.0,0
5.7,0.1,650.0,0
8.1,2.5,1350.0,0
8.1,6.5,150.0,1
8.1,8.1,1750.0,0
4.5,0.5,250.0,0
7.7,2.9,50.0,0
7.7,1.7,2050.0,0
8.1,0.1,1750.0,0
5.3,0.5,2050.0,0
6.9,7.7,2050.0,0
