Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
6.6,0.5,1175.0,0
0.1,8.1,50.0,0
3.8,8.1,2050.0,0
8.1,7.7,325.0,1
0.1,0.1,50.0,0
0.1,1.6,2050.0,1
2.6,4.5,975.0,1
8.1,4.6,2050.0,0
8.1,2.6,50.0,0
0.1,8.1,1350.0,1
1.9,0.1,1075.0,0
4.5,0.1,175.0,0
4.5,2.1,2050.0,0
4.1,6.3,50.0,1
7.4,8.1,1400.0,0
8.1,4.3,1000.0,1
0.7,4.1,75.0,0
0.9,5.5,2050.0,0
4.0,8.1,925.0,1
8.1,0.1,2050.0,0
5.0,5.2,1625.0,0
5.3,3.3,525.0,1
0.1,2.7,1275.0,1
0.1,6.2,700.0,0
2.3,2.0,475.0,1
8.1,0.1,500.0,0
4.0,2.1,1300.0,0
2.5,0.1,1825.0,0
6.0,6.1,700.0,1
8.1,2.4,1575.0,0
6.6,7.1,2050.0,0
2.5,6.6,1500.0,0
