Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase
1.3,4.3,1225.0,0
8.1,0.8,200.0,1
8.0,7.9,1250.0,1
6.7,0.1,2050.0,0
3.6,8.1,50.0,0
1.8,0.7,50.0,0
0.1,0.3,2025.0,1
0.1,7.8,2050.0,0
4.3,0.6,1050.0,1
3.6,8.1,1325.0,0
8.1,2.9,1275.0,0
0.8,4.9,175.0,0
0.3,0.1,975.0,1
4.9,2.9,50.0,1
4.8,4.1,1350.0,1
0.1,8.1,375.0,1
0.1,4.7,2050.0,0
7.3,0.4,925.0,0
0.2,2.6,600.0,1
0.9,7.1,1375.0,1
5.3,0.4,375.0,1
0.3,5.9,775.0,0
7.9,3.3,50.0,1
7.4,5.4,1300.0,1
2.1,1.8,1200.0,1
3.1,5.8,1350.0,0
3.0,0.3,575.0,0
6.0,2.1,1225.0,0
1.9,3.0,50.0,1
0.1,2.5,1375.0,1
5.9,7.5,1375.0,0
2.7,6.1,50.0,0
