Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Phase,Barcode
4.2,6.8,-1,782188ZVVG8B
0.1,0.1,-1,282778TY5V6Z
8.1,0.1,-1,281781DA5YW2
0.1,4.7,-1,281881WNVSTQ
4.1,2.2,-1,772111IBRAXR
8.1,4.6,-1,777118Q5Y8SJ
7.5,8.1,-1,181178CS2T42
0.9,8.1,-1,17882121SCRR
